"Age","Uncertainty","Landform","Sigma"
22.6691943521903,0.824181185105658,"Arànser Left","2 sigma"
16.5630361787924,2.26345042839694,"Arànser Left","2 sigma"
23.2413777361301,1.63337168517438,"Arànser Left","2 sigma"
23.2108824354779,1.60854142162675,"Arànser Left","2 sigma"
22.3383488198997,1.84364263009944,"Arànser Left","2 sigma"
23.1772922171172,1.68811431966909,"Arànser Left","2 sigma"
23.2630569608627,1.5498231874984,"Arànser Left","2 sigma"
23.3981724247648,1.63175033836027,"Arànser Left","2 sigma"
23.2464807194541,1.80723038294779,"Arànser Left","2 sigma"
24.0166990330046,1.46581659484675,"Arànser Left","2 sigma"
22.9546200850524,1.75009036102912,"Arànser Left","2 sigma"
23.0574955418015,1.42336992636477,"Arànser Left","2 sigma"
23.6618964915779,1.26195059004444,"Arànser Left","2 sigma"
23.1206133145324,1.21283095996511,"Arànser Left","2 sigma"
23.4710939230008,0.737455091478867,"Arànser Left","2 sigma"
23.7394204243344,1.72038188377577,"Arànser Left","2 sigma"
23.6816095369067,1.92255525801423,"Arànser Left","2 sigma"
23.3596109618041,1.44979722277045,"Arànser Left","2 sigma"
