Sample_name,Landform,Sub-Landform,Latitude_DD,Longitude_DD,Elevation_m,SH_Mean,SH_MAD,SH_SEM,TCN_Sample_Name,Calibrated_Age_ka,Calibrated_Uncertainty_ka,A_axis_cm,B_axis_cm,C_axis_cm,Ground_Height_cm,Volume_m3,Surface_area_m2,Sphericity,Mass_Tonnes,Landform_Age_ka,Landform_Uncertainty_ka,Relative_Difference_ka,Absolute_Difference_ka,Class_95,General_Class_95,Moraine_Group,AB_Ratio,AC_Ratio,Moss,Lichen,Embedded,Angularity,Fractured,Matrix,Crest_polyline_dist_m,Crest_polygon_dist_m,Front_Dist_m,Slope_Angle_deg
ARL-193,Arànser Left,,42.43015,1.64035,1928,40.03,2.934,0.650847201,,24.133,1.701,140,100,40,40,0.56,4.72,0.696093338,1.5064,23.2931,1.1155,-0.8399,0.8399,Good,Good,IS,1.4,0.286,0.8,1,0.2,A,0.75,0,121.52538,109.63087,1922.9516,20.98358
ARL-194,Arànser Left,,42.43055,1.64035,1941,57.787,3.511,0.776987357,,7.972,1.716,115,70,55,55,0.44275,3.645,0.770712327,1.1909975,23.2931,1.1155,15.3211,15.3211,Young,Bad,IS,1.643,0.478,0,0,0,A,0.25,0,87.44788,76.17347,1939.93083,25.0354
ARL-195,Arànser Left,,42.43061,1.64091,1960,48.272,3.442,0.737530379,,15.891,1.693,115,80,45,45,0.414,3.595,0.747226256,1.11366,23.2931,1.1155,7.4021,7.4021,Young,Bad,IS,1.438,0.391,0,1,0.6,R,0.25,0,42.21123,32.02945,1885.41758,27.06055
ARL-196,Arànser Left,,42.43024,1.64081,1946,50.133,3.545,0.79309236,,14.227,1.696,105,75,50,50,0.39375,3.375,0.769763638,1.0591875,23.2931,1.1155,9.0661,9.0661,Young,Bad,IS,1.4,0.476,0.2,1,0,A,0,0.5,80.41494,71.1003,1879.3424,24.38379
ARL-197,Arànser Left,,42.42995,1.64135,1956,40.615,3.606,0.791160852,,23.495,1.699,150,140,105,105,2.205,10.29,0.796173672,5.93145,23.2931,1.1155,-0.2019,0.2019,Good,Good,IS,1.071,0.7,0.2,1,0.2,SA,1,0,62.52471,53.29835,1811.44416,29.09793
ARL-198,Arànser Left,,42.42974,1.64149,1956,40.383,4.138,0.909635638,,23.747,1.7,180,120,100,100,2.16,10.32,0.783021334,5.8104,23.2931,1.1155,-0.4539,0.4539,Good,Good,IS,1.5,0.556,0.4,1,0.2,A,0.75,0,68.64099,58.86902,1788.17985,31.60569
ARL-199,Arànser Left,,42.42946,1.6415,1942,53.656,2.807,0.617569237,,11.237,1.703,320,120,105,120,4.032,16.92,0.724042593,10.84608,23.2931,1.1155,12.0561,12.0561,Young,Bad,IS,2.667,0.328,0,1,0.2,R,0.25,0,90.57226,80.20118,1775.72197,33.6809
ARL-200,Arànser Left,,42.42907,1.64177,1939,40.962,3.565,0.800581059,,23.12,1.698,100,55,45,45,0.2475,2.495,0.764065124,0.665775,23.2931,1.1155,0.1731,0.1731,Good,Good,IS,1.818,0.45,0,1,0.2,SR,0,0,98.7517,88.80666,1732.33984,34.7184
ARL-201,Arànser Left,,42.42886,1.64199,1935,41.202,4.12,0.985625577,,22.862,1.698,110,100,80,80,0.88,5.56,0.798725925,2.3672,23.2931,1.1155,0.4311,0.4311,Good,Good,IS,1.1,0.727,0,1,0.2,SA,0.25,0,90.30188,83.52543,1701.37254,34.77578
ARL-202,Arànser Left,,42.42858,1.64197,1912,42.083,3.477,0.749584139,,21.931,1.696,175,115,65,65,1.308125,7.795,0.742051707,3.51885625,23.2931,1.1155,1.3621,1.3621,Good,Good,IS,1.522,0.371,0,1,0.4,SR,0,0,112.64371,106.33137,1693.28374,32.65933
ARL-203,Arànser Left,,42.42819,1.64216,1899,50.598,3.333,0.84643294,,13.82,1.696,110,110,110,110,1.331,7.26,0.805995977,3.58039,23.2931,1.1155,9.4731,9.4731,Young,Bad,IS,1,1,0.2,1,0.2,R,0,0,136.00801,128.56755,1659.76064,32.33527
ARL-204,Arànser Left,,42.42812,1.64237,1898,59.588,3.648,0.803336429,,6.621,1.723,240,155,130,130,4.836,17.71,0.780889814,13.00884,23.2931,1.1155,16.6721,16.6721,Young,Bad,IS,1.548,0.542,0.2,1,0,R,0,0,133.17456,124.71211,1635.12318,32.79415
ARL-205,Arànser Left,,42.42791,1.64268,1891,57.666,4.041,0.894029152,,8.064,1.715,105,90,65,65,0.61425,4.425,0.78970998,1.6523325,23.2931,1.1155,15.2291,15.2291,Young,Bad,IS,1.167,0.619,0,1,0,R,0,0,140.74803,129.28806,1595.25327,30.58027
ARL-206,Arànser Left,,42.42804,1.64325,1898,42.873,4.068,0.933533429,,21.113,1.695,115,70,60,60,0.483,3.83,0.777290639,1.29927,23.2931,1.1155,2.1801,2.1801,Good,Good,IS,1.643,0.522,0.2,1,0.6,SR,0.5,0,102.0044,90.85837,1539.11192,31.00931
ARL-207,Arànser Left,,42.42771,1.64291,1879,40.647,3.568,0.78433108,,23.46,1.699,170,110,65,65,1.2155,7.38,0.746330296,3.269695,23.2931,1.1155,-0.1669,0.1669,Good,Good,IS,1.545,0.382,0.4,1,0.6,A,1,0,150.9052,139.31325,1564.33429,30.09602
ARL-208,Arànser Left,,42.42756,1.6432,1870,42.509,2.514,0.561445378,,21.488,1.695,100,95,55,55,0.5225,4.045,0.775573798,1.405525,23.2931,1.1155,1.8051,1.8051,Good,Good,IS,1.053,0.55,0,1,0,SA,0.5,0,153.12654,141.16038,1528.66178,30.75445
ARL-209,Arànser Left,,42.42729,1.64354,1857,50.756,3.393,0.780848988,,13.683,1.697,130,100,75,75,0.975,6.05,0.78595647,2.62275,23.2931,1.1155,9.6101,9.6101,Young,Bad,IS,1.3,0.577,0.2,1,0.2,SA,0.25,0,162.4497,150.88853,1484.05078,29.08305
ARL-210,Arànser Left,,42.42741,1.64385,1869,39.743,3.988,0.854459551,,24.449,1.702,105,60,40,40,0.252,2.58,0.747821785,0.67788,23.2931,1.1155,-1.1559,1.1559,Good,Good,IS,1.75,0.381,0.2,1,0.4,R,0,0,133.67713,125.60329,1454.52283,30.27782
ARL-211,Arànser Left,,42.42778,1.64341,1884,51.035,3.379,0.77408021,,13.441,1.697,220,120,70,70,1.848,10.04,0.72535686,4.97112,23.2931,1.1155,9.8521,9.8521,Young,Bad,IS,1.833,0.318,0.4,1,0.2,SA,0.25,0,121.25295,108.36333,1513.33183,30.23927
ARL-212,Arànser Left,,42.43103,1.64021,1952,46.678,3.357,0.79224871,,17.369,1.692,120,80,50,50,0.48,3.92,0.756296718,1.2912,23.2931,1.1155,5.9241,5.9241,Young,Bad,IS,1.5,0.417,0,1,0.6,SR,0.25,0,63.34639,50.23548,1975.64295,28.55975
ARL-213,Arànser Left,,42.43099,1.64095,1971,40.462,3.082,0.674092987,,23.66,1.7,110,80,50,50,0.44,3.66,0.764372094,1.1836,23.2931,1.1155,-0.3669,0.3669,Good,Good,C,1.375,0.455,0,1,0.2,A,0.5,0,6.97067,0,1898.95285,1.5135
ARL-214,Arànser Left,,42.43089,1.64058,1962,46.246,3.123,0.726317944,,17.779,1.692,115,80,45,45,0.414,3.595,0.747226256,1.11366,23.2931,1.1155,5.5141,5.5141,Young,Bad,IS,1.438,0.391,0,1,0,SA,0.25,0,41.99414,30.67184,1931.69123,27.94658
ARL-215,Arànser Left,,42.43086,1.6412,1972,39.927,3.458,0.772995455,,24.247,1.701,110,65,40,40,0.286,2.83,0.741779871,0.76934,23.2931,1.1155,-0.9539,0.9539,Good,Good,C,1.692,0.364,0,1,0,A,0.25,0.5,0.44905,0,1867.61095,1.94663
ARL-216,Arànser Left,,42.43061,1.64164,1972,40.471,4.449,0.967712104,,23.65,1.7,240,135,115,115,3.726,15.105,0.769470478,10.02294,23.2931,1.1155,-0.3569,0.3569,Good,Good,C,1.778,0.479,0.4,1,0.2,SA,0.5,0,12.96767,0,1811.4529,12.75399
ARL-217,Arànser Left,,42.43033,1.64117,1962,39.529,2.875,0.635220195,,24.688,1.703,160,130,80,80,1.664,8.8,0.771679566,4.47616,23.2931,1.1155,-1.3949,1.3949,Good,Good,IS,1.231,0.5,0,1,0,A,0.75,0,45.61859,36.45536,1846.38876,26.74606
ARL-218,Arànser Left,,42.43001,1.64208,1973,40.139,3.145,0.680119205,,24.013,1.701,120,60,60,60,0.432,3.6,0.767663317,1.16208,23.2931,1.1155,-0.7199,0.7199,Good,Good,C,2,0.5,0.2,1,0.2,R,0.25,0,2.02339,0,1739.29321,9.97944
ARL-219,Arànser Left,,42.43038,1.64178,1972,41.021,4.499,0.912332249,,23.056,1.698,190,130,80,80,1.976,10.06,0.756967855,5.31544,23.2931,1.1155,0.2371,0.2371,Good,Good,C,1.462,0.421,0.2,1,0,SR,0.5,0,5.16747,0,1786.58634,14.03994
ARL-220,Arànser Left,,42.42995,1.64229,1972,40.078,2.975,0.685420657,,24.08,1.701,260,110,70,110,2.002,10.9,0.704747713,5.38538,23.2931,1.1155,-0.7869,0.7869,Good,Good,C,2.364,0.269,0.2,1,0,SA,0.5,0,8.79261,0,1715.20518,7.90193
ARL-221,Arànser Left,,42.43005,1.64172,1974,40.622,4.571,1.011934557,,23.487,1.699,165,115,95,115,1.802625,9.115,0.785834415,4.84906125,23.2931,1.1155,-0.1939,0.1939,Good,Good,IS,1.435,0.576,0.2,1,0,A,0.75,0,26.00702,16.35791,1777.82231,19.2865
ARL-222,Arànser Left,,42.42989,1.6422,1973,42.08,3.419,0.731737185,,21.935,1.696,140,110,65,65,1.001,6.33,0.764486463,2.69269,23.2931,1.1155,1.3581,1.3581,Good,Good,C,1.273,0.464,0.2,1,0.4,SR,0.5,0,3.15442,0,1721.70781,13.07059
ARL-223,Arànser Left,,42.42964,1.64248,1968,50.37,4.272,0.946330217,,14.019,1.696,130,80,60,60,0.624,4.6,0.767684348,1.67856,23.2931,1.1155,9.2741,9.2741,Young,Bad,C,1.625,0.462,0.2,1,0.2,SR,0.25,0,2.18781,0,1682.08794,14.84212
ARL-224,Arànser Left,,42.4292,1.64286,1958,47.466,3.485,0.791778112,,16.633,1.693,115,95,60,60,0.6555,4.705,0.775603263,1.763295,23.2931,1.1155,6.6601,6.6601,Young,Bad,C,1.211,0.522,0.2,1,0.4,R,0.25,0,1.16298,0,1624.2581,14.88072
ARL-225,Arànser Left,,42.42964,1.64211,1970,43.849,4.44,0.97930854,,20.122,1.693,330,300,260,260,25.74,52.56,0.802110983,69.2406,23.2931,1.1155,3.1711,3.1711,Young,Bad,IS,1.1,0.788,0,1,0,R,1,0,28.95025,18.0424,1720.07503,18.59603
ARL-226,Arànser Left,,42.42955,1.64166,1955,47.979,3.08,0.704563782,,16.16,1.693,145,80,70,70,0.812,5.47,0.769486168,2.18428,23.2931,1.1155,7.1331,7.1331,Young,Bad,IS,1.813,0.483,0,1,0.2,SA,0.5,0,71.33378,60.90474,1762.7646,31.38441
ARL-227,Arànser Left,,42.42924,1.64202,1953,56.207,3.51,0.776733809,,9.192,1.711,200,75,70,70,1.05,6.85,0.729322736,2.8245,23.2931,1.1155,14.1011,14.1011,Young,Bad,IS,2.667,0.35,0,1,0,A,0.25,0.5,65.25048,55.1521,1712.904,28.6438
ARL-228,Arànser Left,,42.42928,1.64271,1960,40.136,3.448,0.746393139,,24.017,1.701,130,95,60,60,0.741,5.17,0.765959347,1.99329,23.2931,1.1155,-0.7239,0.7239,Good,Good,C,1.368,0.462,0,1,0.2,SR,0,0,0.34474,0,1643.07747,13.86025
ARL-229,Arànser Left,,42.42911,1.64314,1953,40.477,2.667,0.608043258,,23.645,1.7,105,75,55,55,0.433125,3.555,0.778729608,1.16510625,23.2931,1.1155,-0.3519,0.3519,Good,Good,C,1.4,0.524,0.2,1,0.2,SA,0,0,2.20959,0,1591.60701,11.97205
ARL-230,Arànser Left,,42.4292,1.64257,1961,41.022,3.358,0.722368063,,23.055,1.698,160,105,95,95,1.596,8.395,0.786717267,4.29324,23.2931,1.1155,0.2381,0.2381,Good,Good,IS,1.524,0.594,0,1,0.2,SR,0.25,0,16.73171,10.29117,1654.23412,11.13177
ARL-231,Arànser Left,,42.429,1.64245,1948,58.322,4.29,0.9346878,,7.566,1.718,140,140,110,110,2.156,10.08,0.800674683,5.79964,23.2931,1.1155,15.7271,15.7271,Young,Bad,IS,1,0.786,0.2,1,0.4,A,0.75,0,41.98549,36.08722,1658.66448,29.18782
ARL-232,Arànser Left,,42.42867,1.64231,1935,41.231,3.86,0.838170491,,22.832,1.698,120,100,40,40,0.48,4.16,0.712664215,1.2912,23.2931,1.1155,0.4611,0.4611,Good,Good,IS,1.2,0.333,0,1,0.4,SA,0.5,0,81.03367,74.89703,1660.73898,31.66414
ARL-233,Arànser Left,,42.42838,1.64286,1926,53.795,3.36,0.728810328,,11.123,1.703,80,70,50,70,0.28,2.62,0.789989867,0.7532,23.2931,1.1155,12.1701,12.1701,Young,Bad,IS,1.143,0.625,0,1,0.2,SA,0.25,0,84.77736,73.35249,1592.31315,35.18633
ARL-234,Arànser Left,,42.42835,1.64366,1923,41.204,3.245,0.706311033,,22.861,1.698,105,75,40,40,0.315,3.015,0.74256962,0.84735,23.2931,1.1155,0.4321,0.4321,Good,Good,IS,1.4,0.381,0.2,1,0.4,A,0.75,0,51.9685,39.39811,1507.22165,27.44195
ARL-235,Arànser Left,,42.42851,1.64338,1934,61.286,3.318,0.704054741,,5.384,1.729,200,115,95,95,2.185,10.585,0.769297326,5.87765,23.2931,1.1155,17.9091,17.9091,Young,Bad,IS,1.739,0.475,0,1,0.2,R,0.5,0,48.30019,36.93726,1542.60817,28.69905
ARL-236,Arànser Left,,42.42873,1.64281,1943,58.209,4.301,0.940679379,,7.652,1.717,125,110,100,100,1.375,7.45,0.802656359,3.69875,23.2931,1.1155,15.6411,15.6411,Young,Bad,IS,1.136,0.8,0,1,0,SR,0.25,0,51.2631,41.5804,1610.61362,29.46891
ARL-237,Arànser Left,,42.42918,1.64263,1957,46.09,3.599,0.786340454,,17.928,1.692,110,70,60,60,0.462,3.7,0.781106738,1.24278,23.2931,1.1155,5.3651,5.3651,Young,Bad,IS,1.571,0.545,0.2,1,0.4,A,0.5,0,14.03234,8.06529,1647.20432,11.62374
ARL-238,Arànser Left,,42.42891,1.64351,1946,43.046,3.31,0.707853696,,20.936,1.694,175,95,55,55,0.914375,6.295,0.723721185,2.45966875,23.2931,1.1155,2.3571,2.3571,Good,Good,C,1.842,0.314,0.6,1,0.2,A,0.75,0,1.7449,0,1545.07849,11.37243
ARL-239,Arànser Left,,42.42884,1.64374,1941,58.289,3.489,0.787916611,,7.591,1.718,110,100,50,50,0.55,4.3,0.754960324,1.4795,23.2931,1.1155,15.7021,15.7021,Young,Bad,C,1.1,0.455,0,1,0,A,0,0,1.50148,0,1518.4178,15.83161
ARL-240,Arànser Left,,42.42873,1.64323,1944,39.902,2.964,0.65534082,,24.274,1.702,125,100,100,100,1.25,7,0.801664699,3.3625,23.2931,1.1155,-0.9809,0.9809,Good,Good,IS,1.25,0.8,0.2,1,0.4,SA,0.75,0,32.62779,20.93657,1566.81845,20.89341
ARL-241,Arànser Left,,42.42854,1.64428,1922,41.496,3.286,0.766263206,,22.549,1.697,110,55,40,40,0.242,2.53,0.742290406,0.65098,23.2931,1.1155,0.7441,0.7441,Good,Good,C,2,0.364,0,1,0.2,SR,0,0,1.27466,0,1450.1993,24.2329
ARL-242,Arànser Left,,42.42667,1.64247,1812,42.652,3.157,0.717867448,,21.34,1.695,110,70,35,35,0.2695,2.8,0.720607215,0.724955,23.2931,1.1155,1.9531,1.9531,Good,Good,IS,1.571,0.318,0,1,0,R,0,0,276.59653,265.02019,1583.49064,2.91544
ARL-243,Arànser Left,,42.42697,1.64192,1816,42.011,2.959,0.672161018,,22.006,1.696,150,110,65,65,1.0725,6.68,0.758529594,2.885025,23.2931,1.1155,1.2871,1.2871,Good,Good,IS,1.364,0.433,0,1,0,A,0.25,0,270.43969,260.97514,1650.41265,5.48202
ARL-244,Arànser Left,,42.42714,1.64144,1820,40.151,4.777,0.992974713,,24.001,1.701,160,135,100,100,2.16,10.22,0.79068299,5.8104,23.2931,1.1155,-0.7079,0.7079,Good,Good,IS,1.185,0.625,0.2,1,0,R,0,0,276.93165,270.10709,1706.70181,10.35469
ARL-245,Arànser Left,,42.42756,1.6409,1827,40.255,3.036,0.698339391,,23.887,1.7,110,100,100,100,1.1,6.4,0.805191671,2.959,23.2931,1.1155,-0.5939,0.5939,Good,Good,IS,1.1,0.909,0.4,1,0,A,0,0,277.19476,270.83149,1775.99146,14.49377
ARL-246,Arànser Left,,42.428,1.64026,1833,51.951,3.919,0.868992813,,12.658,1.699,105,95,40,40,0.399,3.595,0.729066529,1.07331,23.2931,1.1155,10.6351,10.6351,Young,Bad,IS,1.105,0.381,0.2,1,0,R,0,0,303.55172,292.69557,1857.15313,11.40514
ARL-247,Arànser Left,,42.42847,1.63972,1840,40.296,2.413,0.566362824,,23.842,1.7,105,60,55,55,0.3465,3.075,0.775844163,0.932085,23.2931,1.1155,-0.5489,0.5489,Good,Good,IS,1.75,0.524,0,1,0,SR,0.25,0,306.98474,297.53336,1928.96726,19.13075
ARL-248,Arànser Left,,42.42895,1.63935,1847,45.688,3.385,0.715697374,,18.314,1.692,125,115,70,70,1.00625,6.235,0.778846003,2.7068125,23.2931,1.1155,4.9791,4.9791,Young,Bad,IS,1.087,0.56,0.2,1,0,SR,0.25,0,295.40968,283.44361,1983.59747,10.71786
ARL-249,Arànser Left,,42.42914,1.63907,1848,41.047,3.677,0.80186375,,23.029,1.698,190,135,115,115,2.94975,12.605,0.789098857,7.9348275,23.2931,1.1155,0.2641,0.2641,Good,Good,IS,1.407,0.605,0.2,1,0,R,0,0.5,299.24416,287.88463,2019.62343,13.84992
ARL-250,Arànser Left,,42.42926,1.63904,1849,40.848,4.102,0.856608316,,23.243,1.699,260,130,100,100,3.38,14.56,0.748055608,9.0922,23.2931,1.1155,0.0501,0.0501,Good,Good,IS,2,0.385,0.2,1,0,A,0,0,291.10954,279.66151,2026.82584,17.94362
ARL-251,Arànser Left,,42.42974,1.63936,1875,50.343,3.661,0.877931545,,14.042,1.696,200,130,60,60,1.56,9.16,0.710130855,4.1964,23.2931,1.1155,9.2511,9.2511,Young,Bad,IS,1.538,0.3,0,1,0,SR,0.5,0,227.44899,215.81261,2010.04922,31.47728
ARL-252,Arànser Left,,42.43056,1.63973,1920,50.787,3.327,0.781849213,,13.656,1.697,175,110,100,110,1.925,9.55,0.783612296,5.17825,23.2931,1.1155,9.6371,9.6371,Young,Bad,IS,1.591,0.571,0.2,1,0.2,A,1,0,135.74713,123.03238,2004.05443,30.07834
ARL-253,Arànser Left,,42.43029,1.63992,1917,48.621,3.581,0.764370654,,15.574,1.694,180,100,95,100,1.71,8.92,0.775264701,4.5999,23.2931,1.1155,7.7191,7.7191,Young,Bad,IS,1.8,0.528,0.2,1,0.4,SA,0.75,0,140.30237,128.88711,1973.18603,31.23991
ARL-254,Arànser Left,,42.4295,1.63993,1891,52.185,2.746,0.606046961,,12.461,1.7,115,90,75,75,0.77625,5.145,0.793901253,2.0881125,23.2931,1.1155,10.8321,10.8321,Young,Bad,IS,1.278,0.652,0,1,0,A,0.5,1,206.99437,195.64671,1941.32781,32.30309
ARL-255,Arànser Left,,42.4292,1.63978,1871,42.456,3.307,0.719392846,,21.543,1.695,100,80,75,75,0.6,4.3,0.800048845,1.614,23.2931,1.1155,1.7501,1.7501,Good,Good,IS,1.25,0.75,0.2,1,0,R,0.25,1,243.30022,232.61362,1946.39722,31.74097
ARL-256,Arànser Left,,42.42871,1.63998,1859,45.987,3.228,0.72180307,,18.026,1.692,110,80,70,70,0.616,4.42,0.792104225,1.65704,23.2931,1.1155,5.2671,5.2671,Young,Bad,IS,1.375,0.636,0.2,1,0,R,0.25,1,267.68904,258.26154,1908.72414,24.73739
ARL-257,Arànser Left,,42.42837,1.64015,1850,47.482,3.368,0.796202196,,16.618,1.693,160,110,105,105,1.848,9.19,0.79244645,4.97112,23.2931,1.1155,6.6751,6.6751,Young,Bad,IS,1.455,0.656,0.2,1,0,SR,0.5,1,281.95824,272.19107,1879.88141,20.50405
ARL-258,Arànser Left,,42.42808,1.64054,1845,41.211,3.223,0.706059649,,22.853,1.698,110,60,35,35,0.231,2.51,0.72535686,0.62139,23.2931,1.1155,0.4401,0.4401,Good,Good,IS,1.833,0.318,0,1,0,SA,0.5,1,272.29302,263.97703,1829.37231,26.04309
ARL-259,Arànser Left,,42.42788,1.64083,1841,48.27,3.96,0.872910462,,15.893,1.693,140,80,60,60,0.672,4.88,0.760286276,1.80768,23.2931,1.1155,7.4001,7.4001,Young,Bad,IS,1.75,0.429,0,1,0,A,0.25,1,259.34628,252.47657,1792.39778,23.93398
ARL-260,Arànser Left,,42.42785,1.6411,1841,40.268,2.71,0.61708967,,23.872,1.7,150,100,90,100,1.35,7.5,0.787611484,3.6315,23.2931,1.1155,-0.5789,0.5789,Good,Good,IS,1.5,0.6,0,1,0.2,A,0.25,0.5,238.87533,232.42718,1762.50087,32.66066
ARL-261,Arànser Left,,42.4273,1.64178,1831,41.357,3.767,0.802556668,,22.698,1.698,95,75,50,50,0.35625,3.125,0.77768553,0.9583125,23.2931,1.1155,0.5951,0.5951,Good,Good,IS,1.267,0.526,0.2,1,0,SA,0.25,1,243.66584,235.85022,1673.9543,30.65986
ARL-262,Arànser Left,,42.42725,1.64227,1831,40.476,4.225,0.885219926,,23.645,1.7,100,55,50,55,0.275,2.65,0.771720517,0.73975,23.2931,1.1155,-0.3519,0.3519,Good,Good,IS,1.818,0.5,0,1,0,SA,0,1,226.32213,215.1194,1619.66128,32.53384
ARL-263,Arànser Left,,42.4275,1.64214,1844,40.617,2.843,0.662525917,,23.492,1.699,150,75,70,75,0.7875,5.4,0.763702255,2.118375,23.2931,1.1155,-0.1989,0.1989,Good,Good,IS,2,0.467,0,1,0.2,R,0,0,206.5756,197.49571,1640.5976,32.22748
ARL-264,Arànser Left,,42.42772,1.64151,1843,41.535,3.923,0.83708074,,22.509,1.697,90,80,75,75,0.54,3.99,0.803724244,1.4526,23.2931,1.1155,0.7841,0.7841,Good,Good,IS,1.125,0.833,0.2,1,0.6,SR,0.5,0,218.71394,212.86804,1714.6683,31.19382
ARL-265,Arànser Left,,42.42796,1.64137,1850,65.77,2.335,0.498884748,,2.276,1.75,110,80,50,50,0.44,3.66,0.764372094,1.1836,23.2931,1.1155,21.0171,21.0171,Young,Bad,IS,1.375,0.455,0,0,0,SA,0,0.5,208.67477,202.37605,1736.77239,32.16398
ARL-266,Arànser Left,,42.42802,1.64064,1845,53.658,3.244,0.805265631,,11.236,1.703,115,80,75,80,0.69,4.765,0.792478119,1.8561,23.2931,1.1155,12.0571,12.0571,Young,Bad,IS,1.438,0.652,0.4,1,0,SR,0.5,0.5,266.68103,258.80304,1816.87369,25.61984
ARL-267,Arànser Left,,42.42837,1.64058,1850,45.686,3.055,0.656305169,,18.315,1.692,75,70,50,70,0.2625,2.5,0.793043459,0.706125,23.2931,1.1155,4.9781,4.9781,Young,Bad,IS,1.071,0.667,0,1,0,SA,0,1,249.3392,238.68831,1833.90022,32.4412
ARL-268,Arànser Left,,42.42839,1.64037,1846,45.688,3.471,0.745463677,,18.313,1.692,115,75,60,75,0.5175,4.005,0.778314593,1.392075,23.2931,1.1155,4.9801,4.9801,Young,Bad,IS,1.533,0.522,0.4,1,0,R,0,1,263.41892,253.34967,1856.96443,29.97491
ARL-269,Arànser Left,,42.42868,1.64096,1877,45.082,3.648,0.79784353,,18.902,1.693,115,50,25,25,0.14375,1.975,0.671927259,0.3866875,23.2931,1.1155,4.3911,4.3911,Young,Bad,IS,2.3,0.217,0,1,0,SR,0,0.5,195.55336,184.13072,1803.58148,32.84818
ARL-270,Arànser Left,,42.42912,1.64011,1870,41.793,3.228,0.738825024,,22.236,1.697,165,130,70,70,1.5015,8.42,0.753105104,4.039035,23.2931,1.1155,1.0571,1.0571,Good,Good,IS,1.269,0.424,0.4,1,0.4,A,0.5,0,224.56677,215.28231,1908.72136,30.88855
ARL-271,Arànser Left,,42.42618,1.64542,1882,42.474,3.246,0.746343833,,21.524,1.695,200,140,105,200,2.94,12.74,0.779015771,7.9086,23.2931,1.1155,1.7691,1.7691,Good,Good,IS,1.429,0.525,0.2,1,0,R,0,0,192.54266,189.30521,1250.9938,20.53785
ARL-272,Arànser Left,,42.42696,1.64584,1846,41.255,3.701,0.797729651,,22.807,1.698,340,200,150,200,10.2,29.8,0.763252042,27.438,23.2931,1.1155,0.4861,0.4861,Good,Good,IS,1.7,0.441,0.2,1,0.4,SR,0.25,0,99.47195,95.43251,1227.9342,26.92521
ARL-273,Arànser Left,,42.4273,1.64625,1856,41.122,2.776,0.619186552,,22.948,1.698,120,95,65,95,0.741,5.075,0.780297502,1.99329,23.2931,1.1155,0.3451,0.3451,Good,Good,IS,1.263,0.542,0.2,1,0,SR,0.5,0,56.7889,52.14157,1196.38404,19.8869
ARL-274,Arànser Left,,42.42762,1.64623,1870,40.718,3.302,0.73748642,,23.383,1.699,115,105,100,105,1.2075,6.815,0.804654956,3.248175,23.2931,1.1155,-0.0899,0.0899,Good,Good,IS,1.095,0.87,0.4,1,0.2,A,1,0,21.52564,16.89586,1210.75012,22.17048
ARL-275,Arànser Left,,42.42756,1.64683,1866,42.555,3.525,0.775274887,,21.441,1.695,115,85,70,85,0.68425,4.755,0.789726674,1.8406325,23.2931,1.1155,1.8521,1.8521,Good,Good,IS,1.353,0.609,0,1,0.2,SA,0.25,0,20.01229,14.93619,1146.11627,19.73615
OPN-01,Outer Pleta Naua,,42.63667,0.7412,2186,51.874,2.576,0.605662601,,12.724,1.699,240,150,135,150,4.86,17.73,0.782587491,13.0734,12.4904,0.316,-0.2336,0.2336,Good,Good,C,1.6,0.563,0,1,0,A,0.5,1,0.544942013,0,0,6.74611
OPN-02,Outer Pleta Naua,,42.63658,0.74096,2193,51.392,3.318,0.741311807,,13.135,1.698,240,120,100,100,2.88,12.96,0.755337039,7.7472,12.4904,0.316,-0.6446,0.6446,Old,Bad,C,2,0.417,0,1,0,A,0.25,1,0.615607863,0,11.46418,21.72126
OPN-03,Outer Pleta Naua,,42.63654,0.74074,2195,51.928,3.195,0.699096643,,12.678,1.699,130,80,60,60,0.624,4.6,0.767684348,1.67856,12.4904,0.316,-0.1876,0.1876,Good,Good,C,1.625,0.462,0,1,0,SA,0,1,2.785514441,0,34.02834,14.79354
